example ID,text,respondent,sex,year of birth,language,language group,education,comments,non-standard government,selecting predicate,type of speaker,context type,toponym/year,initial phoneme,omitted,preposition,preposition_eng,PP,semantic type,
164,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в восьмидесятом,locative_temp,
165,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в... первый год,locative_temp,
166,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в восемьдесят седьмом году,locative_temp,
167,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в се= семьдесят... третьем-четвертом году,locative_temp,
168,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Гунибе,locative,
169,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в девяносто... седьмом году,locative_temp,
170,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,institution,vowel,,в,v 'in(to)',в управлении образованиям,locative,
171,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них,,
172,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,institution,vowel,,в,v 'in(to)',в архивах министерства образования,locative,
173,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,отправляем,,spatial,institution,consonant,,в,v 'in(to)',в министерство образования,goal,
174,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
175,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,vowel,,в,v 'in(to)',в остальных селениях,locative,
176,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,из,"iz 'from, of'",из причин,set,
177,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у согратлинцев,,
178,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них,,
179,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,располагаться,,spatial,,consonant,,в,v 'in(to)',в таких хороших местах,locative,
180,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них,,
181,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,ближе,,spatial,toponym,consonant,,к,k 'to',к Махачкале,,
182,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них,,
183,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,около,okolo 'near',около Крайновки,locative,
184,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,vowel,,в,v 'in(to)',в этих кутанах,locative,
185,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,vowel,,из-за,iz-za 'due to',из-за этого,cause,
186,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,привязаны,,other,,consonant,,к,k 'to',к своим этим горам,,
187,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них,,
188,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,ближе,,spatial,,consonant,,к,k 'to',к столице,,
189,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',"во время образования колхозов,",locative_temp,
190,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,распределяли,,other,,consonant,,по,po 'along/about/up to',"по какому, это, критерию",,
191,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у чохцев,,
192,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,да,в,v 'in(to)',в хороших местах,locative,
193,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у согратлинцев,,
194,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них,,
195,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них,,
196,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,vowel,,у,u 'at',у обохцев,,
197,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
198,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них,,
199,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
200,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,за,za 'behind; for',"за время... вот, советской власти",locative_temp,
201,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у меня,,
202,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у меня,,
203,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,в расшифровке предлог есть,,,,temporal,temp_point,consonant,да,в,v 'in(to)',В пятьдесят втором,locative_temp,
204,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у меня,,
205,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,,с,s ‘with/from/off’,с пятьдесят второго года,source_temp,
206,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,иметь(ся),,spatial/temporal,institution,consonant,,в,v 'in(to)',в школе,locative,
207,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,в расшифровке предлог есть,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в каком году,locative_temp,
208,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',У меня,,
209,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,учиться,,spatial,,vowel,,в,v 'in(to)',в этом селении,locative,
210,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,во время,,,,temporal,,consonant,,в,v 'in(to)',Во время войны,locative_temp,
211,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,учиться,,spatial,institution,vowel,,в,v 'in(to)',в этой школе,locative,
212,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,отправляла,,spatial,institution,consonant,,в,v 'in(to)',в Буйнакское вот женское училище,goal,
213,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,temporal,,consonant,,через,čerez 'via/through',через лет двадцать,locative_temp,
214,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,spatial,institution,vowel,,в,v 'in(to)',в аэдроме [аэродроме] Карата,locative,
215,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,спросили,,other,,consonant,,у,u 'at',у неё,,
216,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у неё,,
217,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас,,
218,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,про,pro 'about',про неё,,
219,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в сороковые года,locative_temp,
220,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,во время,,,,temporal,,consonant,,в,v 'in(to)',во время войны,locative_temp,
221,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нее,,
222,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у них,,
223,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,main predicate,,spatial,toponym,consonant,,из,"iz 'from, of'",из Карата,source,
224,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,из,забрали,,spatial/temporal,institution,consonant,,с,s ‘with/from/off’,со школы,source,
225,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,отправили,,spatial/temporal,,consonant,,на,na 'on(to)',на войну,goal,
226,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,про,pro 'about',про него,,
227,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нее,,
228,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,выезжала,,spatial/temporal,,consonant,,на,na 'on(to)',на заработки,goal,
229,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,spatial,toponym,consonant,,в,v 'in(to)',"в Ростов, Саратов",goal,
230,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,для,dlja 'for',Для себя,,
231,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,выходит,,spatial,,consonant,,из,"iz 'from, of'",из дому,source,
232,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у неё,,
233,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,есть,,spatial,toponym,consonant,да,в,v 'in(to)',Карата,locative,
234,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у неё,,
235,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,уехали,,spatial,toponym,consonant,,в,v 'in(to)',В Карата,goal,
236,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,main predicate,,spatial,toponym,consonant,,из,"iz 'from, of'",из Тильси,source,
237,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,женился,,other,,consonant,,на,na 'on(to)',на каратинке,,
238,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,в расшифровке предлог есть,,поехал,,spatial,toponym,consonant,да,в,v 'in(to)',в Карата,goal,
239,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у его детей,,
240,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас,,
241,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,main predicate,,spatial,toponym,consonant,,из,"iz 'from, of'",из Тад-Магитль,source,
242,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,говорит,,other,,consonant,,на,na 'on(to)',на нашем,instrument,
243,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,говорит,,other,,consonant,,с,s ‘with/from/off’,с детьми,,
244,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с нами,,
245,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас,,
246,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с нами,,
247,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,vowel,,на,na 'on(to)',на аварском,instrument,
248,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с нами,,
249,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,в расшифровке предлог есть,,разговаривать,,other,,consonant,да,на,na 'on(to)',на чужом языке,instrument,
250,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,vowel,,из-за,iz-za 'due to',из-за этого-то,cause,
301,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,temporal,,consonant,да,в,v 'in(to)',в начале,locative_temp,
302,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,да,в,v 'in(to)',в разных местах,locative,
303,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,да,в,v 'in(to)',в пяти местах,locative,
304,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,да,в,v 'in(to)',в пяти местах,locative,
305,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,да,в,v 'in(to)',в другом селении,locative,
306,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,да,в,v 'in(to)',в селении,locative,
307,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,заниматься делом,,spatial,,vowel,да,в,v 'in(to)',в аварском месте,locative,
308,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Темирхан-Шуре,locative,
309,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,other,,consonant,,у,u 'at',у них,,
310,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,драться,,other,,consonant,,между,meždu 'between/among',между собой,,
311,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас,,
312,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,main predicate,,spatial,,consonant,,из,"iz 'from, of'",из селения,source,
